spkts,dpkts,sbytes,dbytes,sload,dload,rate,sinpkt,dinpkt,sjit,djit,response_body_len,sloss,dloss,ackdat,dur,stcpb,dtcpb,synack,tcprtt,smean,dmean,sttl,dttl,swin,dwin,ct_ftp_cmd,ct_flw_http_mthd,ct_state_ttl,trans_depth,proto,service,state,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,is_ftp_login
-0.27154076,0.43112212,0.48767084,1.0294546,-0.96984637,1.2259812,-0.94309914,0.36267093,0.97488594,1.0151253,1.2926259,-0.22360651,0.30995485,0.29866093,-0.23591155,0.30307624,2.102405,1.6091796,0.37138677,0.96659106,6.337209,4.6171875,0.121568635,0.11507937,1.0,1.0,0.0,0.0,0.0,0.0,113,4,4,3,14,1,1,6,10,6,0,0
-0.85780925,-0.70792603,-1.0736197,-0.7716003,0.3328478,-0.7915928,0.671324,-0.67572224,-0.5936159,-0.7578268,-0.63143796,-0.22360651,0.21492666,-0.55215126,-0.23667757,-2.7070055e-06,0.0,0.0,0.0,0.0,-0.6511628,0.0,0.9960785,0.0,1.0,0.0,0.0,0.0,0.0023116933,0.0,113,0,7,8,23,1,1,58,33,26,0,0
0.03966882,-0.70792603,0.09972689,-0.7716003,1.3395126,-0.7915928,1.2601544,-0.679119,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,-1.4888526e-05,0.0,0.0,0.0,0.0,0.627907,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.004045463,0.0,44,0,5,5,1,1,1,105,21,105,0,0
0.79008716,1.4073781,0.59997386,1.6380622,-0.510714,1.592632,-0.3894531,-0.36362895,-0.27592245,0.32995048,0.19737506,-0.22360651,1.0938983,1.5739002,-0.235224,0.15210252,0.32404265,0.59479374,0.86315405,0.8588068,0.37674412,3.609375,0.121568635,0.11507937,1.0,1.0,0.0,0.0,0.0,0.0,113,0,4,17,5,5,1,25,40,65,0,0
-0.85780925,0.1420643,-0.54573447,0.49449828,-1.1996797,0.81407976,-1.0964969,0.4848359,0.7664291,0.04290145,0.4588265,-0.22360651,-0.62393194,-0.55215126,-0.23667757,0.117923886,0.0,0.0,0.0,0.0,1.4651163,0.890625,0.121568635,0.11507937,0.0,0.0,0.0,0.0,0.0,0.0,119,0,2,17,10,1,1,8,14,32,0,0
0.67010087,1.1896662,0.41119176,1.4387219,-0.4628034,1.6987295,-0.12967847,-0.5458442,-0.44584763,-0.06667203,0.45650735,-0.22360651,0.9871569,1.276081,-0.23555827,0.02491527,1.5260897,1.5532866,0.78412,1.2594099,-0.22480623,6.2421875,0.121568635,0.11507937,1.0,1.0,0.0,0.0,0.0,0.0,113,0,4,13,10,1,1,5,15,39,0,0
-0.27154076,-0.70792603,0.6480747,-0.7716003,1.1494356,-0.7915928,0.7247772,-0.6756881,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,1.3535015e-06,0.0,0.0,0.0,0.0,11.1182165,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.0023116933,0.0,119,0,5,34,4,4,1,32,48,152,0,0
-0.85780925,-0.70792603,0.20947433,-0.7716003,0.9402213,-0.7915928,0.7886461,-0.6764404,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,-1.3535027e-06,0.0,0.0,0.0,0.0,13.66279,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.0007705644,0.0,119,0,5,13,3,1,1,46,14,47,0,0
1.9189786,2.081845,1.5825636,1.9755665,-0.1460697,1.7938327,-0.42422172,0.92745167,1.3834993,1.4375565,1.7386268,-0.22360651,2.0709872,2.4192855,0.563898,35.076878,1.3408698,1.3780614,197.25246,61.76995,1.1004229,4.885121,0.39982176,0.39664504,1.0,1.0,0.0,0.0,0.0006742439,0.0,113,0,4,4,10,1,1,51,59,208,0,0
-0.112223424,-0.70792603,-0.29888332,-0.7716003,0.8307079,-0.7915928,0.85422003,-0.67749435,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,-4.060507e-06,0.0,0.0,0.0,0.0,-0.37209302,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.0030822577,0.0,119,2,5,13,9,9,9,208,144,208,0,0
-1.1951072,-0.70792603,-1.2912285,-0.7716003,0.2385276,-0.7915928,0.67635304,-0.67582476,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,-4.060507e-06,0.0,0.0,0.0,0.0,-0.37209302,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.0003852822,0.0,119,2,5,17,17,17,6,34,34,34,0,0
-0.27154076,-0.70792603,-0.43633604,-0.7716003,0.6796552,-0.7915928,0.74435425,-0.6765431,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,-4.060507e-06,0.0,0.0,0.0,0.0,-0.37209302,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.0023116933,0.0,119,2,5,37,28,28,12,188,80,188,0,0
-0.3715924,0.3880948,-0.5545968,0.52452004,-1.7104753,0.49174556,-1.5315168,1.1310475,1.5190183,1.3940828,1.0417285,-0.22360651,0.21492666,-0.030478133,0.048528407,0.8732527,0.50245166,2.2311182,73.16941,236.76425,-0.4651163,0.515625,0.9960785,1.0,1.0,1.0,0.0,0.0,0.0001926411,0.0,113,0,4,7,5,3,2,30,10,14,0,0
2.126725,2.2474487,1.690045,2.0655477,-0.16054754,1.9065378,-0.35596487,0.56121397,0.90420663,1.2222286,2.0006785,-0.22360651,2.2348108,2.6232042,-0.093440816,28.96007,1.1383327,1.3561465,27.392609,7.3371663,0.6546081,6.137152,0.15395789,0.14785421,1.0,1.0,0.0,0.0,9.632055e-05,0.0,113,0,4,16,3,1,1,78,116,233,0,0
2.361153,2.5311816,1.8287357,2.2777786,-0.61702883,1.5655704,-0.942139,0.8987449,1.3665258,1.3740292,2.0345855,-0.22360651,2.3092525,3.029752,0.78319186,20.257978,1.1365547,1.4439714,254.81046,74.26461,0.6821706,4.6713867,0.41307193,0.41005296,1.0,1.0,0.0,0.0,0.0007705644,0.0,113,0,4,13,3,2,1,125,101,169,0,0
0.38870806,-0.70792603,0.39563566,-0.7716003,1.0704303,-0.7915928,0.7637995,-0.6766248,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,-4.060507e-06,0.0,0.0,0.0,0.0,0.627907,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.007513003,0.0,55,0,5,6,2,2,2,234,78,234,0,0
-1.4882414,-0.28293088,-1.503164,0.25271785,-0.88339496,1.133837,-0.29696557,-0.67582476,-0.590242,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,0.001408996,0.0,0.0,0.0,0.0,0.0,1.0429688,0.121568635,0.11507937,0.0,0.0,0.0,0.0,0.0,0.0,119,2,2,8,4,3,1,3,5,4,0,0
1.9388195,-0.70792603,1.8065469,-0.7716003,-1.5495105,-0.7915928,-2.184182,2.1002805,-0.5936159,1.0215276,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,80.95949,0.0,0.0,0.0,0.0,1.4237728,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.01040262,0.0,119,2,7,2,2,2,2,38,40,36,0,0
0.012337684,-0.70792603,0.07640646,-0.7716003,0.85566103,-0.7915928,0.67635304,-0.67582476,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,-4.060507e-06,0.0,0.0,0.0,0.0,0.627907,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.0038528221,0.0,105,0,5,4,2,2,2,80,40,80,0,0
-0.4290248,-0.70792603,0.33702752,-0.7716003,1.0046868,-0.7915928,0.7284605,-0.6761439,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,0.0,0.0,0.0,0.0,0.0,7.2170544,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.0017337699,0.0,42,0,5,3,3,3,3,27,39,27,0,0
-0.18637091,-0.70792603,0.7049206,-0.7716003,1.2259736,-0.7915928,0.7837417,-0.67445016,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,3.1130552e-05,0.0,0.0,0.0,0.0,10.674418,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.0026969756,0.0,119,0,5,28,14,14,1,136,196,136,0,0
0.7972601,1.3030983,0.72082824,1.145281,-0.48939764,1.3781714,-0.57856077,0.40982318,0.6232681,0.93819284,0.46480525,-0.22360651,1.3116269,1.2112285,-0.23351547,0.5358759,1.543865,1.5827564,1.7786314,0.89507204,0.53488374,1.0664062,0.121568635,0.11507937,1.0,1.0,0.0,0.0,0.0,0.0,113,0,4,8,8,5,1,50,75,90,0,0
-0.22737713,-0.70792603,-0.39809465,-0.7716003,0.77828443,-0.7915928,0.8447325,-0.677057,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,-4.060507e-06,0.0,0.0,0.0,0.0,-0.37209302,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.0025043343,0.0,119,2,5,28,5,5,5,108,65,108,0,0
0.3739933,-0.70792603,0.38321835,-0.7716003,0.9939334,-0.7915928,0.67635304,-0.67582476,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,-4.060507e-06,0.0,0.0,0.0,0.0,0.627907,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.007320362,0.0,26,0,5,5,3,3,3,190,132,190,0,0
0.6041776,1.1536543,0.53233194,1.3986095,-1.47266,0.727019,-1.5929765,1.7350186,2.174814,1.8985784,2.963243,-0.22360651,0.9629102,1.1995033,-0.23565547,38.72032,1.7137547,1.9515773,0.6249542,1.0301636,0.7209302,4.132812,0.121568635,0.11507937,1.0,1.0,0.0,0.0,0.0,0.0,113,0,4,17,15,1,1,9,27,51,0,0
0.5409381,1.1473125,0.44662675,1.3422474,-1.1024284,1.2190747,-1.1133235,1.9205847,2.4180374,1.9892888,2.4082344,-0.22360651,1.0325084,1.1223316,-0.23524772,45.84388,1.2441983,1.7959998,0.9480424,0.9229572,0.31627902,3.1031249,0.121568635,0.11507937,1.0,1.0,0.0,0.0,0.0,0.0,113,0,4,4,7,3,1,13,22,35,0,0
0.90128994,-0.70792603,0.5575341,-0.7716003,1.2131673,-0.7915928,0.84986246,-0.67686427,-0.5936159,-0.7578268,-0.63143796,-0.22360651,-0.62393194,-0.55215126,-0.23667757,-4.060507e-06,0.0,0.0,0.0,0.0,-0.37209302,0.0,0.9960785,0.0,0.0,0.0,0.0,0.0,0.018493546,0.0,119,2,5,31,14,14,14,188,69,160,0,0
0.92459637,0.86945826,1.9620446,0.8406467,-0.63239336,0.6878425,-1.3286874,0.8618582,1.488723,1.2667011,1.0187434,2.5837533,1.6977279,0.37185895,0.4146813,1.3406589,1.0043579,1.6238023,169.10098,224.86377,15.08372,0.8015625,0.8454903,1.0,1.0,1.0,0.0,0.00051041244,0.00048160276,0.0058139535,113,5,4,2,19,1,1,71,43,9,0,0
1.4417752,1.7800169,1.2186441,1.6942542,-0.27298856,1.6313447,-0.5458962,-0.1088559,0.019842755,0.58582705,0.30389017,-0.22360651,1.8164518,1.9110651,-0.2264433,0.3710234,1.0946892,1.2237122,6.8390045,1.3301103,0.48558134,1.91625,0.121568635,0.11507937,1.0,1.0,0.0,0.0,0.0,0.0,113,0,4,8,7,5,1,145,205,9,0,0
-1.1951072,-0.08531938,-0.8560841,0.36306375,-1.9254628,0.32570472,-1.7980299,1.6125238,1.9566226,0.74168164,1.3188328,-0.22360651,-0.62393194,-0.55215126,-0.23667757,1.0491741,0.0,0.0,0.0,0.0,1.6046512,0.9140625,0.121568635,0.11507937,0.0,0.0,0.0,0.0,0.0,0.0,119,0,2,11,1,2,1,1,5,9,0,0
